Date,Time,x1,y1,x2,y2,Num
2017/1/2,0,630.1784889,532.7983989,311.5786667,857.5562576,7
2017/1/2,0,630.1784889,532.7983989,375.3859556,827.0115878,5
2017/1/2,0,630.1784889,532.7983989,402.4945778,803.4581634,8
2017/1/2,0,630.1784889,532.7983989,405.3628444,38.92207948,3
2017/1/2,0,630.1784889,532.7983989,418.2232889,755.1245456,18
2017/1/2,0,630.1784889,532.7983989,431.6405333,703.9674005,17
2017/1/2,0,630.1784889,532.7983989,455.0005333,663.3782881,24
2017/1/2,0,630.1784889,532.7983989,468.0241778,642.3394228,22
2017/1/2,0,630.1784889,532.7983989,486.176,608.2076743,31
2017/1/2,0,630.1784889,532.7983989,501.2864,581.0970282,24
2017/1/2,0,630.1784889,532.7983989,604.3409778,560.2040429,24
2017/1/2,0,630.1784889,532.7983989,630.1784889,532.7983989,65
2017/1/2,0,630.1784889,532.7983989,636.5461333,505.0059069,2
2017/1/2,0,630.1784889,532.7983989,638.3352889,558.4630474,3
2017/1/2,0,630.1784889,532.7983989,660.6197333,563.9511352,6
2017/1/2,0,630.1784889,532.7983989,680.2414222,592.9448876,29
2017/1/2,0,630.1784889,532.7983989,682.9873778,522.5930576,5
2017/1/2,0,630.1784889,532.7983989,700.2215111,617.2452897,13
2017/1/2,0,630.1784889,532.7983989,717.0446222,532.2401819,11
2017/1/2,0,630.1784889,532.7983989,717.5836444,492.779377,14
2017/1/2,0,630.1784889,532.7983989,722.1226667,640.7293406,17
2017/1/2,0,630.1784889,532.7983989,725.5032889,817.8597686,0
2017/1/2,0,630.1784889,532.7983989,733.7244444,863.6783486,13
2017/1/2,0,630.1784889,532.7983989,738.6748444,690.7217356,14
2017/1/2,0,630.1784889,532.7983989,745.4968889,725.1934053,19
2017/1/2,0,630.1784889,532.7983989,746.8398222,826.3306758,20
2017/1/2,0,630.1784889,532.7983989,747.0791111,765.4584871,33
2017/1/2,0,630.1784889,532.7983989,752.5720889,796.1748111,22
2017/1/2,0,630.1784889,532.7983989,776.5546667,535.6153758,4
2017/1/2,0,630.1784889,532.7983989,784.9002667,495.7710051,1
2017/1/2,0,630.1784889,532.7983989,805.1160889,536.1935644,4
2017/1/2,0,630.1784889,532.7983989,828.9667556,496.5988175,4
2017/1/2,0,630.1784889,532.7983989,832.0337778,536.8551466,6
2017/1/2,0,630.1784889,532.7983989,869.7703111,538.0924025,9
2017/1/2,0,630.1784889,532.7983989,876.3854222,502.2292932,5
2017/1/2,0,630.1784889,532.7983989,891.5701333,524.6905702,6
2017/1/2,0,630.1784889,532.7983989,930.7381333,501.4955662,5
2017/1/2,0,630.1784889,532.7983989,982.6993778,493.6863968,8
2017/1/2,0,630.1784889,532.7983989,1018.213333,484.3166548,0
2017/1/2,0,660.6197333,563.9511352,405.3628444,38.92207948,41
2017/1/2,0,660.6197333,563.9511352,454.0604444,93.44323264,7
2017/1/2,0,660.6197333,563.9511352,455.8453333,160.8641958,6
2017/1/2,0,660.6197333,563.9511352,483.3767111,204.7101724,11
2017/1/2,0,660.6197333,563.9511352,504.4344889,185.2068361,0
2017/1/2,0,660.6197333,563.9511352,547.4065778,158.9091558,5
2017/1/2,0,660.6197333,563.9511352,594.9909333,180.6662149,12
2017/1/2,0,660.6197333,563.9511352,603.8506667,205.4950129,6
2017/1/2,0,660.6197333,563.9511352,608.9998222,160.9138002,1
2017/1/2,0,660.6197333,563.9511352,622.2748444,224.0579139,9
2017/1/2,0,660.6197333,563.9511352,636.5461333,505.0059069,0
2017/1/2,0,660.6197333,563.9511352,638.3352889,558.4630474,14
2017/1/2,0,660.6197333,563.9511352,655.6170667,249.3378144,15
